epoch,train_loss,train_acc,train_acc5,val_loss,val_acc,val_acc5,lr
31,3.345072,0.335067,0.684918,,,,0.0024677804257351027
32,3.331989,0.343466,0.69303,,,,0.002464654360853668
33,3.291933,0.353596,0.698828,,,,0.0024613857514842563
34,3.293727,0.357245,0.69606,,,,0.00245797498121267
35,3.26398,0.355923,0.709004,3.377753,0.341656,0.662418,0.002454422450307923
36,3.246295,0.363291,0.71188,,,,0.0024507285756752675
37,3.239037,0.366059,0.707278,,,,0.0024468937908072703
38,3.219634,0.375443,0.720427,,,,0.002442918545732938
39,3.193618,0.379833,0.72601,,,,0.0024388033069649047
40,3.179448,0.381874,0.724688,3.498351,0.315635,0.632671,0.0024345485574446863
41,3.166674,0.385032,0.738081,,,,0.002430154796486004
42,3.169225,0.384818,0.7281,,,,0.0024256225397161868
43,3.183588,0.38094,0.731639,,,,0.0024209523190156616
44,3.150392,0.392383,0.735656,,,,0.002416144682455535
45,3.137221,0.398552,0.738615,3.288067,0.352796,0.683722,0.0024112001942332723
46,3.165084,0.387334,0.733879,,,,0.0024061194346064897
47,3.15274,0.387974,0.73565,,,,0.002400902999824856
48,3.143799,0.391008,0.73677,,,,0.002395551502060122
49,3.132662,0.393357,0.739646,,,,0.0023900655693342766
50,3.14833,0.39902,0.740502,3.629819,0.283627,0.604813,0.00238444584544585
51,3.134251,0.404943,0.739015,,,,0.0023786929898943557
52,3.108355,0.401237,0.747003,,,,0.0023728076778029004
53,3.096169,0.407025,0.751862,,,,0.002366790599838952
54,3.104635,0.41117,0.745703,,,,0.002360642462133288
55,3.115778,0.403759,0.747537,3.462874,0.33694,0.639173,0.002354363986197127
56,3.064618,0.415054,0.761663,,,,0.0023479559088374585
57,3.062638,0.418595,0.75687,,,,0.0023414189820705716
58,3.057309,0.415886,0.759354,,,,0.002334753973033806
59,3.077077,0.417728,0.757986,,,,0.0023279616638955235
60,3.042007,0.422714,0.766972,3.32112,0.349108,0.681152,0.002321042851763317
61,3.044759,0.416481,0.763876,,,,0.002313998348590467
62,3.033638,0.431454,0.768088,,,,0.0023068289810806537
63,3.020045,0.433542,0.76992,,,,0.002299535590590942
64,3.036268,0.423315,0.765182,,,,0.0022921190330330438
65,3.017562,0.435071,0.773857,3.406258,0.343763,0.652228,0.002284580178772871
66,3.002753,0.431909,0.771252,,,,0.002276919912528397
67,2.981993,0.436835,0.776167,,,,0.0022691391332658297
68,2.955524,0.44556,0.780824,,,,0.002261238754094113
69,2.958865,0.4461,0.782214,,,,0.0022532197021577723
70,2.956305,0.440247,0.786875,3.573637,0.32729,0.636976,0.0022450829185281062
71,2.912664,0.459339,0.789291,,,,0.0022368293580927504
72,2.951282,0.458051,0.784566,,,,0.0022284599894436164
73,2.918942,0.457515,0.791659,,,,0.0022199757947632234
74,2.907083,0.458887,0.792362,,,,0.002211377769709434
75,2.926172,0.455209,0.788241,3.196401,0.377159,0.719919,0.0022026669232986093
76,2.898957,0.460001,0.796968,,,,0.002193844277787199
77,2.890072,0.467373,0.79488,,,,0.00218491086855177
78,2.879174,0.470967,0.79894,,,,0.0021758677439675054
79,2.836606,0.477465,0.810702,,,,0.0021667159652851704
80,2.864514,0.473858,0.805249,3.104106,0.418534,0.729865,0.00215745660650657
81,2.840082,0.481408,0.809645,,,,0.0021480907542585116
82,2.832765,0.478776,0.812261,,,,0.0021386195076652814
83,2.819958,0.483193,0.812343,,,,0.002129043978219661
84,2.827751,0.479508,0.811433,,,,0.0021193652896524867
85,2.809307,0.486544,0.816153,3.307002,0.359606,0.69264,0.002109584577800775
86,2.789454,0.492185,0.819897,,,,0.002099702990474427
87,2.771604,0.499479,0.822515,,,,0.0020897216873215284
88,2.746871,0.502815,0.829012,,,,0.002079641839692258
89,2.721324,0.50722,0.835567,,,,0.0020694646305014284
90,2.718601,0.517664,0.835715,3.217476,0.396626,0.727244,0.002059191254089661
91,2.693253,0.519111,0.842094,,,,0.002048822916083227
92,2.682084,0.525612,0.84439,,,,0.0020383608332525628
93,2.667557,0.529016,0.84727,,,,0.0020278062333694753
94,2.672426,0.53067,0.846226,,,,0.002017160355063057
95,2.633875,0.541024,0.852725,2.97245,0.443501,0.77814,0.002006424447674329
96,2.618285,0.546356,0.855222,,,,0.0019955997711096234
97,2.62362,0.543664,0.853053,,,,0.00198468759569273
98,2.58788,0.558108,0.860855,,,,0.001973689202015816
99,2.583343,0.555929,0.861772,,,,0.0019626058807891427
100,2.571521,0.560666,0.863566,2.75796,0.501542,0.823859,0.0019514389326895979
101,2.533716,0.56743,0.871508,,,,0.0019401896682080526
102,2.534497,0.571168,0.869729,,,,0.0019288594074955703
103,2.532018,0.571494,0.869523,,,,0.0019174494802084818
104,2.511625,0.582276,0.874132,,,,0.0019059612253523432
105,2.490152,0.581746,0.879244,3.060059,0.440905,0.757941,0.0018943959911247984
106,2.48069,0.586744,0.881953,,,,0.0018827551347573603
107,2.458183,0.593439,0.885693,,,,0.001871040022356138
108,2.459516,0.594608,0.880161,,,,0.0018592520287415133
109,2.444876,0.600722,0.884496,,,,0.0018473925372868025
110,2.426632,0.606563,0.889623,2.88858,0.481214,0.795295,0.0018354629397559098
111,2.389101,0.619695,0.893626,,,,0.0018234646361399987
112,2.396324,0.614968,0.893291,,,,0.0018113990344931965
113,2.412409,0.616152,0.889693,,,,0.0017992675507673525
114,2.356129,0.621811,0.901845,,,,0.0017870716086458697
115,2.365167,0.623755,0.895657,2.695121,0.524247,0.837955,0.0017748126393766306
116,2.348809,0.629424,0.901771,,,,0.0017624920816040322
117,2.351692,0.627776,0.89967,,,,0.0017501113812001562
118,2.316801,0.636038,0.905848,,,,0.0017376719910950876
119,2.305898,0.645382,0.908671,,,,0.0017251753711064089
120,2.282606,0.650424,0.909848,2.564216,0.56083,0.854711,0.0017126229877678827
121,2.276895,0.654702,0.912733,,,,0.0017000163141573492
122,2.278583,0.65417,0.912214,,,,0.0016873568297238503
123,2.2619,0.659297,0.913855,,,,0.0016746460201140147
124,2.251155,0.664613,0.917464,,,,0.0016618853769977062
125,2.258174,0.66402,0.913652,2.422878,0.594457,0.876221,0.0016490763978929727
126,2.240927,0.670992,0.915234,,,,0.001636220585990304
127,2.212228,0.674063,0.91819,,,,0.0016233194499762273
128,2.192171,0.682729,0.921932,,,,0.0016103745038562537
129,2.191542,0.682134,0.925609,,,,0.0015973872667772058
130,2.176402,0.687208,0.92574,2.500761,0.579988,0.861816,0.0015843592628489375
131,2.168788,0.690143,0.922246,,,,0.0015712920209654728
132,2.155831,0.699069,0.928036,,,,0.001558187074625583
133,2.151166,0.699091,0.927709,,,,0.0015450459617528272
134,2.134863,0.699139,0.933095,,,,0.0015318702245150644
135,2.130671,0.705327,0.932767,2.568321,0.548931,0.861302,0.0015186614091434784
136,2.115393,0.708015,0.931839,,,,0.0015054210657511173
137,2.103644,0.712799,0.934404,,,,0.0014921507481509835
138,2.094691,0.714193,0.935255,,,,0.001478852013673685
139,2.10003,0.712138,0.935259,,,,0.0014655264229846757
140,2.08845,0.716425,0.934213,2.420908,0.607987,0.890021,0.001452175539901106
141,2.068688,0.724879,0.937881,,,,0.0014388009312083004
142,2.039211,0.730273,0.944186,,,,0.001425404166475889
143,2.058618,0.726846,0.937489,,,,0.0014119868178736118
144,2.036225,0.733742,0.94254,,,,0.001398550459986816
145,2.02585,0.736774,0.940963,2.381853,0.616622,0.895328,0.0013850966696316738
146,2.030551,0.735716,0.945166,,,,0.001371627025670135
147,2.024336,0.739009,0.943273,,,,0.0013581431088246386
148,1.998184,0.747399,0.944847,,,,0.001344646501492612
149,1.986238,0.750347,0.948519,,,,0.0013311387875607663
150,1.986836,0.754301,0.947862,2.161653,0.68989,0.926244,0.0013176215522192212
151,1.983785,0.75745,0.946746,,,,0.0013040963817754771
152,1.961879,0.760472,0.950094,,,,0.0012905648634682523
153,1.954765,0.757914,0.951738,,,,0.0012770285852812167
154,1.960594,0.757728,0.948983,,,,0.0012634891357566316
155,1.946779,0.765261,0.950495,2.119685,0.688053,0.929932,0.0012499481038089298
156,1.944944,0.768416,0.951014,,,,0.0012364070785382483
157,1.923354,0.774261,0.952985,,,,0.0012228676490439404
158,1.918003,0.772298,0.955679,,,,0.0012093314042380884
159,1.902118,0.781627,0.956931,,,,0.0011957999326590364
160,1.897936,0.782125,0.957053,2.174947,0.674509,0.919434,0.0011822748222849696
161,1.890644,0.785289,0.957189,,,,0.0011687576603475584
162,1.89057,0.780829,0.956992,,,,0.0011552500331456872
163,1.866758,0.786809,0.961001,,,,0.001141753525859299
164,1.85459,0.795986,0.960406,,,,0.0011282697223633632
165,1.851101,0.794495,0.961655,2.085289,0.707558,0.939119,0.001114800205042005
166,1.852518,0.793957,0.960205,,,,0.0011013465546028031
167,1.85979,0.794615,0.958968,,,,0.001087910349891286
168,1.836606,0.800266,0.960868,,,,0.00107449316770565
169,1.824741,0.806433,0.961986,,,,0.0010610965826117135
170,1.815435,0.810507,0.965658,2.074625,0.709537,0.936433,0.001047722166758135
171,1.825146,0.805242,0.96264,,,,0.0010343714896919134
172,1.821211,0.804988,0.961257,,,,0.0010210461181741968
173,1.791709,0.812792,0.966584,,,,0.0010077476159964143
174,1.785226,0.817737,0.967763,,,,0.0009944775437967593
175,1.779054,0.817267,0.9671,2.084051,0.718429,0.936035,0.0009812374588770401
176,1.790576,0.819438,0.9654,,,,0.0009680289150199266
177,1.775019,0.817197,0.968157,,,,0.0009548534623066037
178,1.76659,0.823976,0.967897,,,,0.000941712646934864
179,1.758689,0.829415,0.96868,,,,0.0009286080110376552
180,1.762724,0.826463,0.968873,1.969078,0.73539,0.949951,0.0009155410925021024
181,1.739874,0.833815,0.970514,,,,0.000902513424789032
182,1.728839,0.837102,0.972158,,,,0.000889526536753012
183,1.723837,0.840116,0.97065,,,,0.0008765819524629334
184,1.727064,0.839402,0.969205,,,,0.0008636811910231569
185,1.722911,0.839127,0.971761,1.871407,0.759008,0.958496,0.0008508257663952358
186,1.711107,0.841029,0.970847,,,,0.000838017187220249
187,1.703476,0.844587,0.9736,,,,0.0008252569566417524
188,1.692723,0.848858,0.975247,,,,0.0008125465721293806
189,1.68993,0.851478,0.974263,,,,0.000799887525303111
190,1.686376,0.850436,0.974263,1.934563,0.745708,0.958008,0.0007872813017582164
191,1.67887,0.856328,0.974779,,,,0.0007747293808909224
192,1.670912,0.856865,0.977348,,,,0.0007622332357247957
193,1.668218,0.856268,0.975902,,,,0.0007497943327378759
194,1.663992,0.857981,0.977475,,,,0.0007374141316905805
195,1.656978,0.86249,0.976759,1.894629,0.764353,0.957764,0.0007250940854543933
196,1.643997,0.864663,0.976692,,,,0.0007128356398413639
197,1.643233,0.863096,0.978331,,,,0.0007006402334344365
198,1.638277,0.866448,0.976823,,,,0.0006885092974186251
199,1.625004,0.870394,0.978795,,,,0.0006764442554130566
200,1.620371,0.87321,0.97892,1.873147,0.775609,0.957275,0.0006644465233039033
201,1.61597,0.870462,0.979582,,,,0.000652517509078224
202,1.611236,0.876302,0.980368,,,,0.0006406586126587291
203,1.608041,0.875457,0.980239,,,,0.0006288712257394929
204,1.597734,0.881012,0.980565,,,,0.0006171567316226324
205,1.595158,0.877274,0.980169,1.856876,0.768837,0.961426,0.0006055165050559719
206,1.590888,0.879714,0.982734,,,,0.0005939519120717093
207,1.571739,0.886739,0.982206,,,,0.0005824643098261064
208,1.579862,0.886281,0.9803,,,,0.0005710550464402194
209,1.573017,0.884363,0.981421,,,,0.0005597254608416932
210,1.559057,0.891262,0.984502,1.83441,0.780312,0.962402,0.0005484768826076304
211,1.556867,0.890805,0.982336,,,,0.0005373106318085609
212,1.562109,0.892578,0.981942,,,,0.0005262280188535239
213,1.548095,0.89344,0.983587,,,,0.0005152303443362879
214,1.541767,0.896127,0.984373,,,,0.0005043188988827188
215,1.541574,0.898293,0.984763,1.74671,0.804752,0.97168,0.0004934949629993193
216,1.5312,0.898812,0.983257,,,,0.0004827598069229558
217,1.549353,0.894683,0.980567,,,,0.00047211469047179144
218,1.524145,0.901443,0.984701,,,,0.0004615608628974398
219,1.520481,0.90244,0.985686,,,,0.00045109956273836047
220,1.514479,0.907156,0.985294,1.724455,0.814916,0.975098,0.00044073201767450937
221,1.502431,0.907817,0.985622,,,,0.00043045944438326744
222,1.504673,0.907093,0.986342,,,,0.0004202830483966566
223,1.497306,0.9084,0.984506,,,,0.0004102040239598662
224,1.49462,0.911093,0.986148,,,,0.00040022355389110134
225,1.489603,0.913404,0.985885,1.791239,0.793123,0.965332,0.00039034280944277584
226,1.485602,0.914181,0.986209,,,,0.00038056295016406004
227,1.491023,0.910837,0.983913,,,,0.0003708851237648021
228,1.465462,0.917661,0.9891,,,,0.0003613104659808385
229,1.472585,0.915166,0.987852,,,,0.0003518401004407127
230,1.464798,0.92082,0.987658,1.707951,0.812718,0.974609,0.0003424751385338103
231,1.454078,0.926458,0.987329,,,,0.0003332166792799331
232,1.455123,0.919838,0.987132,,,,0.000324065809200324
233,1.445671,0.924421,0.989627,,,,0.0003150236021901601
234,1.455448,0.925941,0.987262,,,,0.0003060911193925251
235,1.437336,0.927447,0.988577,1.741358,0.808504,0.971191,0.0002972694090738803
236,1.454609,0.923309,0.985425,,,,0.0002885595065010444
237,1.433226,0.929154,0.988839,,,,0.0002799624338197024
238,1.425839,0.928823,0.9891,,,,0.00027147919993445076
239,1.425053,0.93125,0.989428,,,,0.00026311080039039924
240,1.416026,0.934141,0.990809,1.714498,0.815982,0.972412,0.00025485821725633706
241,1.413121,0.934607,0.991137,,,,0.0002467224190094856
242,1.420849,0.930801,0.989824,,,,0.0002387043604218413
243,1.414823,0.936505,0.988638,,,,0.00023080498244813002
244,1.412832,0.934851,0.988441,,,,0.00022302521211538034
245,1.407487,0.936437,0.990085,1.682464,0.830631,0.973145,0.000215365962414135
246,1.401953,0.936375,0.990678,,,,0.00020782813219130596
247,1.392435,0.940384,0.989693,,,,0.00020041260604469034
248,1.390776,0.94235,0.990216,,,,0.00019312025421916088
249,1.394022,0.94275,0.989693,,,,0.00018595193250453646
250,1.38688,0.943728,0.990152,1.703062,0.817357,0.973633,0.00017890848213515296
251,1.383779,0.940702,0.990671,,,,0.00017199072969114088
252,1.382841,0.945829,0.990743,,,,0.00016519948700142068
253,1.373266,0.947405,0.990544,,,,0.00015853555104843297
254,1.372626,0.946157,0.991726,,,,0.00015199970387460817
255,1.366472,0.950094,0.991595,1.72025,0.81516,0.973877,0.00014559271249059107
256,1.365414,0.946488,0.991597,,,,0.00013931532878522717
257,1.36371,0.949576,0.991857,,,,0.000133168289437327
258,1.362325,0.950162,0.990936,,,,0.00012715231582921256
259,1.355438,0.950037,0.99166,,,,0.00012126811396206054
260,1.357045,0.950298,0.991266,1.68638,0.829564,0.976318,0.00011551637437304883
261,1.348021,0.954828,0.991925,,,,0.00010989777205432029
262,1.350483,0.952723,0.992319,,,,0.00010441296637376877
263,1.349111,0.952854,0.991597,,,,9.906260099765897e-05
264,1.342814,0.954961,0.992056,,,,9.384730381509049e-05
265,1.344352,0.956266,0.991465,1.717106,0.825105,0.973877,8.876768686431082e-05
266,1.341749,0.955681,0.992122,,,,8.382434626089088e-05
267,1.335138,0.957651,0.992253,,,,7.901786212776872e-05
268,1.336213,0.956141,0.992384,,,,7.434879852716763e-05
269,1.331146,0.959362,0.99245,,,,6.981770339440292e-05
270,1.330533,0.959419,0.992183,1.721085,0.817935,0.974365,6.542510847357836e-05
271,1.328625,0.959879,0.99212,,,,6.117152925518372e-05
272,1.325049,0.96001,0.992448,,,,5.705746491559953e-05
273,1.313804,0.962577,0.993697,,,,5.308339825851682e-05
274,1.320076,0.959948,0.993829,,,,4.924979565827805e-05
275,1.312256,0.963432,0.99396,1.664993,0.831119,0.976318,4.5557107005145844e-05
276,1.314199,0.96113,0.993632,,,,4.200576565250581e-05
277,1.314718,0.963358,0.992908,,,,3.85961883660118e-05
278,1.310063,0.964021,0.993238,,,,3.532877527467555e-05
279,1.312959,0.961854,0.993041,,,,3.220390982391039e-05
280,1.315032,0.961262,0.992384,1.672906,0.834871,0.978027,2.922195873053198e-05
281,1.314102,0.962443,0.992842,,,,2.6383271939722112e-05
282,1.306176,0.964743,0.993894,,,,2.3688182583961985e-05
283,1.304873,0.966122,0.99363,,,,2.113700694393696e-05
284,1.304348,0.966185,0.993761,,,,1.8730044411419738e-05
285,1.307188,0.965393,0.992319,1.650522,0.835603,0.978271,1.646757745413528e-05
286,1.297972,0.966118,0.993829,,,,1.434987158261231e-05
287,1.303972,0.965857,0.993041,,,,1.2377175319024613e-05
288,1.301313,0.965791,0.993435,,,,1.0549720168024762e-05
289,1.303305,0.965205,0.993369,,,,8.867720589577489e-06
290,1.298342,0.967043,0.993829,1.659178,0.835758,0.978516,7.331373973790882e-06
291,1.295336,0.96789,0.994418,,,,5.940860617752102e-06
292,1.297193,0.967433,0.993566,,,,4.696343704368827e-06
293,1.301084,0.967566,0.993632,,,,3.5979692832185453e-06
294,1.302154,0.965463,0.993168,,,,2.6458662534095487e-06
295,1.293551,0.968159,0.994288,1.667215,0.833894,0.978027,1.8401463484539308e-06
296,1.294005,0.966645,0.994091,,,,1.1809041231549336e-06
297,1.299792,0.968159,0.993041,,,,6.682169425104506e-07
298,1.295395,0.970122,0.993892,,,,3.0214497263435374e-07
299,1.296714,0.966579,0.994026,,,,8.273117369550322e-08
300,1.297265,0.965398,0.994288,1.655748,0.839754,0.979492,1.000129487582845e-08
